Temperature_K,Area_m2,Power_W
437.0861069626262,3.996991650746677,8272.046885520132
955.6428757689246,4.787013027812712,226390.84065117166
758.7945476302646,8.560019192701585,160910.09133498766
638.792635777333,3.4660434219929326,32725.42828696574
240.41677639819287,8.709531879640496,1649.9304149832235
240.3950683025824,0.9725308666692458,184.1693461457597
152.27525095137952,7.790304528365444,237.51085720591186
879.5585311974417,8.49072156724189,288147.8062661871
641.0035105688879,1.8999947630896539,18188.87224660679
737.2653200164409,4.360430670484784,73052.71234943286
118.52604486622221,1.7384477691701907,19.45487988457746
972.9188669457949,7.095380877042755,360490.6053944233
849.1983767203795,5.399942903810402,159234.63097720148
291.10519961044855,6.389701132412378,2601.9091759418206
263.64247048639055,2.0452209728664905,560.2907653620774
265.06405886809046,2.1962840343189534,614.7571901412342
373.8180186635839,0.5108235225480731,565.6184265150694
572.280788469014,3.2884685984377247,20000.557576583295
488.7505167779042,5.641472147203382,18253.792246308254
362.1062261782377,8.593555648573554,8377.773205704925
650.6676052501415,6.702581729840939,68122.50278232087
225.54447458683765,4.410423601657539,647.1736237619667
362.93018368169635,9.535889132501964,9381.348809638966
429.7256589643225,7.220527485700735,13961.941276604315
510.4629857953323,9.308635508339245,35838.909583729
806.6583652537122,5.3231209353944395,127801.70189886361
279.70640394252376,2.6631523204520824,924.3094272133291
562.8109945722504,0.6229841950107476,3544.370039303411
633.1731119758382,7.28824002969012,66423.88300476791
141.80537144799794,1.3008996802547879,29.82814672989472
646.7903667112945,3.097473769892475,30737.854153663582
253.47171131856237,5.371461988050584,1257.2516993547454
158.54643368675156,5.687724219019502,203.78685985854725
953.9969835279999,6.045773650172647,283956.37679348234
969.0688297671035,1.7459277704620364,87308.49621699398
827.557613304815,3.859400307734323,102641.86095785264
374.15239225603364,6.2102228484579705,6901.015880580107
187.90490260574546,9.701206759874468,685.7880968590262
715.8097238609412,7.303548263226918,108726.65199544156
496.13724436564115,9.233777195230182,31724.767532003978
209.83441136030095,7.645899377310353,840.5182711877648
545.6592191001432,5.957997992034764,29950.08627452236
130.94966900369656,2.001031354449811,33.36439471111604
918.3883618709039,6.700187953735879,270273.96229934966
332.9019834400152,6.27145770300308,4367.629242140798
696.2700559185838,6.064444787526938,80819.03407805446
380.53996848046984,4.9488800930835835,5884.638373783467
568.0612190600298,5.333700379493829,31493.499261243822
592.0392514089517,3.4109810184692306,23762.549936848307
266.36900997297437,5.241195657158801,1496.156057690992
972.6261649881027,2.055803466216935,104322.29308944185
797.6195410250031,8.07122653386773,185239.84739997948
945.5490474077702,1.9391918515172075,87895.92885048516
905.3446153848839,0.9411662699057175,35853.68368240641
638.1099809299766,4.418835660935858,41543.37131957558
929.6868115208051,6.617243651110012,280308.03250189056
179.64325184672754,4.43339656684206,261.8134472266971
276.38457617723066,2.8398659063179554,939.6471127891416
140.70456001948426,5.6258947205153635,125.03627510370522
392.7972976869379,3.5353231205807796,4772.158013681535
449.8095607205338,9.335390132253668,21670.001297660627
344.2141285965063,9.234186882075363,7350.640206546031
845.8637582367364,5.073481017723745,147271.74983051504
421.07799402423035,3.3460515407807594,5964.781567334669
352.84105871864267,7.3976108981707265,6501.591622986657
588.4264748424237,0.4634581404823598,3150.584046586345
226.83180247728637,4.800213159832147,720.5896752894715
821.9772826786357,3.429601603276302,88775.81538413904
167.09557931179376,9.213305262515291,407.2743307835871
988.1982429404655,0.21882996999955717,11832.999519432602
795.0202923669917,5.572867269611656,126241.83295708861
278.8441133807552,7.432569452559597,2547.9836403057543
104.96990541124217,4.901678076488008,33.745490499462875
833.9152856093507,0.9454899986109444,25927.24752398485
736.1716094628554,9.727367761276232,162003.10237521908
756.1064512368886,5.228303270623369,96895.65034850177
794.1433120173511,6.180443818758213,139388.49556391707
166.64018656068134,2.4424368488043227,106.79577033523711
422.61915568984534,4.886631042557357,8839.30253490411
204.28215357261675,4.348579970387386,429.41865586304283
876.7930832880342,0.841468835819639,28199.293879882574
660.9683141448021,1.1509875001199257,12456.75451641537
397.80822236738425,8.390977944225869,11915.6938876335
157.20251525742128,2.4742175268452438,85.68160195328294
379.88408954409596,2.0300868878364424,2397.3463459656828
392.66498982407234,5.098623367376378,6873.111559723395
756.6455605042577,7.710596600488878,143307.7482692391
673.8017242196918,0.7132705339319804,8336.706108518954
898.4914683186939,5.8103984044187325,214720.48472407306
524.9934326457544,1.2801833841216763,5514.414473753016
207.63482134447153,0.46096440317362275,48.58250232392924
741.9203085006955,0.6221651264059521,10689.23038591515
784.7065437552077,8.358224671263569,179702.81263228157
605.1494778125466,1.2679275879178096,9641.771602201392
793.8704619591049,0.5469985076816903,12319.59556600094
