v_m_per_s,theta_rad,h_max_meters
43.708610696262625,0.6554494369143917,36.17467703101336
95.56428757689245,0.7529436988705468,217.63930379837709
75.87945476302646,1.2185595189993188,258.53158914370874
63.8792635777333,0.589926645757125,64.36340704799511
24.041677639819287,1.237010448922665,26.297736935055863
24.03950683025824,0.2822094455434793,2.2842048395310126
15.227525095137953,1.1235712499540256,9.60807148561874
87.95585311974416,1.2100076986997244,345.166224647426
64.1003510568888,0.3966650928176029,31.258731318096153
73.7265320016441,0.7003003992099013,115.05979131103979
11.85260448662222,0.37672904374269667,0.9690428685099416
97.29188669457949,1.0378127243389408,357.89696953433673
84.91983767203796,0.8285836089109526,199.6294069104081
29.110519961044854,0.9507268202389105,28.607303558271113
26.364247048639054,0.414587040944456,5.748261560765332
26.506405886809045,0.4332292981196237,6.310964189700588
37.381801866358394,0.22523147246381203,3.5524121526100676
57.228078846901404,0.5680126484058072,48.30763745372941
48.87505167779042,0.8583900369507586,69.73127099567544
36.21062261782377,1.2226981563941772,59.05410295211957
65.06676052501416,0.9893385133047157,150.68900075891412
22.554447458683764,0.7064698828076915,10.925944618630249
36.29301836816963,1.3389888166208221,63.59140754697111
42.97256589643225,1.0532567067445027,71.08241406413495
51.046298579533236,1.3109441016197065,124.04192001561447
80.66583652537122,0.8191032311260522,176.99493547460165
27.970640394252378,0.49084416818342425,8.859938791662254
56.28109945722505,0.23907289789822844,9.053090380653074
63.31731119758382,1.0616129167067387,155.78173493044173
14.180537144799796,0.3227324947410009,1.0309578003840354
64.67903667112945,0.5444425269040127,57.19909625005062
25.347171131856236,0.825068861155454,17.67076468939953
15.854643368675156,0.8640978718734061,7.410091637627754
95.39969835279999,0.9082837205699777,288.3649379273488
96.90688297671034,0.37765212915095214,65.0801499914653
82.7557613304815,0.6384696856975781,123.9773396269699
37.41523922560336,0.9285779223239247,45.75225614928441
18.79049026057455,1.3593901887063244,17.20367241776367
71.58097238609412,1.0635020617018593,199.5174346184887
49.61372443656412,1.3017060528786017,116.59248897825051
20.983441136030095,1.1057506263184116,17.928178219654292
54.56592191001432,0.8974515794959605,92.74039289131535
13.094966900369656,0.40913372745355003,1.3831569565593667
91.83883618709038,0.9890431042924712,300.087031570455
33.290198344001524,0.9361347392951811,36.62852068118905
69.62700559185838,0.9105878718361106,154.15638637378916
38.053996848046985,0.7729192470287498,35.98289561282456
56.80612190600297,0.8204088098411584,87.9894262108866
59.203925140895166,0.5831315531825266,54.16747265319417
26.636900997297435,0.8089930685798195,18.934617625778024
97.26261649881027,0.41589299595884954,78.69925079663948
79.76195410250031,1.1582390252684132,272.13028371553327
94.55490474077702,0.401502292566889,69.59560237238989
90.5344615384884,0.278338831023694,31.537846935605526
63.810998092997664,0.7075079908066382,87.6680101479922
92.96868115208052,0.978807186882225,303.35773011839075
17.964325184672756,0.7093049102520464,6.9773999272030105
27.638457617723066,0.5126518826728751,9.366747622865601
14.070456001948425,0.8564676716044375,5.760026306369218
39.27972976869379,0.5984762537531153,24.96015805135862
44.98095607205338,1.314245812672309,96.48387027711682
34.42141285965063,1.3017566111517873,56.122422316139634
84.58637582367363,0.788295888141882,183.3924654299871
42.10779940242303,0.5751187934139932,26.737405500268473
35.28410587186427,1.0751100604696338,49.09888646976275
58.84264748424236,0.21938624713090052,8.358443540618826
22.683180247728636,0.7545726891312129,12.304426599385595
82.19772826786357,0.5854294659044577,105.14179763045786
16.709557931179376,1.2991796706454188,13.20652882964184
98.81982429404655,0.18919738942748193,17.60480757309733
79.50202923669917,0.8499237066696241,181.80395601560713
27.884411338075516,1.079424194945152,30.807191722322894
10.496990541124216,0.7670941821578239,2.7052496609968304
83.39152856093507,0.2788724099257995,26.857667965553485
73.61716094628554,1.3626186425149682,264.4235647249906
75.61064512368885,0.8074020563026664,152.10192739990788
79.41433120173512,0.9249029780671876,204.9823385683643
16.664018656068134,0.4636063077466372,2.830210433124038
42.261915568984534,0.7652372710535369,43.68174084487633
20.428215357261674,0.6988379384547881,8.80293265488649
87.67930832880342,0.2660354579285984,27.083468635606355
66.09683141448022,0.3042322645133511,19.981689078784324
39.78082223673843,1.1976986255618625,69.94182474000533
15.720251525742128,0.46752826965806377,2.5583434010575896
37.9884089544096,0.4127193871148015,11.833481954396959
39.266498982407235,0.7913986330730768,39.76455764101507
75.66455605042577,1.113734724227038,234.97016992842487
67.38017242196918,0.25021487485401545,14.187606341618581
