Orbital_Period,Planetary_Radius
4.990295324774995,16.13588399215368
7.316366704259347,16.103183537319588
4.59530807619784,14.53095382496152
6.61955731856756,18.34351279178974
5.572351093067432,13.835016492238315
4.195860197611089,14.072221433272505
2.4712560369483656,15.962909883504613
3.6083390960498702,11.286769008959366
5.063977954466834,12.676690764047748
2.7410337985822757,13.292992753684768
5.220492459334159,18.311212003098312
3.0762634184546456,15.466388606069131
4.95510735303856,13.764118764808202
5.098115387836237,12.355639701592256
4.384280291642523,13.728283683725996
7.315439300286686,13.250183323527873
3.5488730854330566,15.204662872784871
3.627686896381915,17.101080352179437
2.39587413386598,15.899557698269472
4.789604798784309,12.001062819671796
5.500959460956442,16.605086634565343
4.546530565761433,14.809490584104863
3.4818719665959144,11.869967643967314
6.279124294303067,13.740500227144803
2.7133909764601905,16.155761074001028
4.590478453729211,15.806542637242146
5.591952981016601,13.358102867377806
6.645645167454733,17.087365423676054
4.2741819716304015,13.201325457596127
6.4535148639796756,15.520608650791138
4.573123698841842,13.97501794591407
2.9649078907416997,12.803795151499486
7.1478261098577,16.506960547714794
6.346172587381137,14.61710210748892
4.24847711326175,15.94779664899477
7.233513400198659,15.462842916625956
7.1264684389275725,14.573108418371197
5.177903501086603,8.988613332858828
4.622584787475696,15.260028968311886
2.315444268035075,15.645190678277679
5.408977739648581,14.431983709552405
4.82497444158009,18.40335936653247
4.022000980046046,13.31241072888527
5.780042368455817,16.963852231266912
5.51053047735345,13.707378362073523
6.359521834854868,15.001068751532559
4.298481169382401,13.51061443861383
2.85729372990254,14.452285155740261
5.463873058060329,15.600951601646274
4.681085300811926,15.063429951510848
3.9137816159848433,11.94409216201415
3.77926701892007,14.41546605914527
5.494240132811786,14.55147969265502
5.919758341559976,19.158086119789743
4.991201380460874,15.589576476881888
4.270930144399121,10.73655674247021
8.389843885565146,14.587447313345578
5.342862257470979,14.505080697498222
3.3894830099968734,15.182082243964441
6.440792579570166,17.375970951151473
46.46743915634209,0.9677108134361029
43.73428549957266,0.671132901680729
47.363360141690045,2.66899182211868
54.4329475308052,1.2358612702283498
49.557135613063025,1.2206599480260698
56.934392458697005,1.6078207979098833
54.74813884394126,1.8067308402271418
54.1031989404858,2.3877527228924724
53.504597042534236,1.3597644912055407
46.3686633286934,0.7912157682171254
48.97552624132048,2.2031619469823793
57.1878550090866,1.6737561766815805
48.833437677368956,1.9149505048226758
55.53912406150787,0.8353993851036271
47.66416257806941,1.6384105633085857
48.87784313176889,1.6777327802262565
53.039873771749264,1.657644424361608
48.69329923253189,1.0967750867018813
41.65338365376685,1.6739341447376497
55.324029195779616,1.912454282825829
54.35454441508193,1.9738689227302273
44.82315437475006,0.9994429049806357
45.689367090518616,1.681576445268262
46.313128024383644,2.4980219376008908
51.101584574143985,1.099722260741161
53.98254675825101,1.0950816925497175
50.34291876270936,1.6897139280870686
48.75801871249366,1.9389468749721643
49.93379988469649,2.2928037822845537
51.168508162000975,2.9967863254641305
47.20668215657607,1.0037270427697793
54.786499822313395,1.811967783581994
50.99539896245456,1.899873247222108
47.88402216827952,1.4387633255576935
53.79536739004743,0.711581392128882
51.99212879240181,1.987725692602474
49.049446956436135,0.8103091586923409
49.22337693228874,1.7024588299768033
53.95187580543856,1.6240340731182832
49.746016016512456,0.8734809128315645
48.39682024140348,1.7898547506136353
45.15061226766773,2.0260371192338185
56.16631640926113,1.0506425134306285
47.69384717890654,1.757062454798829
47.67529077277002,3.57958502698749
47.440609889720875,2.0939176973645077
45.72996837316815,1.8122445862883472
51.405720446320544,1.9285866843948467
53.45748897159924,1.4058198942576898
52.170156448500364,1.5667243911233835
39.658886532958604,0.37569569096563904
46.939889430877855,0.58856387842639
52.104508045426066,2.1158151571310704
49.71850294533036,0.9088078528985135
53.19516737746871,1.903423361745881
53.265096984919616,1.6513082614985592
49.799807165115766,1.1422629564087674
40.40848541042267,1.7486869575713317
59.05567289386754,1.6937106172158631
52.95487349784107,1.9953340220490334
53.54489351572316,1.4733511022903154
47.736832876614926,1.9496367748329293
55.369738046748836,1.371907211051103
52.12763842450189,1.1649495375234025
42.102410699546226,1.6409068502850759
55.63375432961726,2.0582450779401116
40.50371543508988,1.9672177327589535
56.79750694583512,1.3046625485701413
44.33812659426701,1.056212331246439
48.010888507595375,1.9026762782469575
54.14568573384702,1.5095892974223233
64.50105314644593,1.087996390054306
51.13643212427729,0.8303786141914957
42.70756463217662,0.645266895253753
51.96721283577347,1.5913401663136824
43.562390863136194,0.6508215030399801
44.79812085440457,1.4527806547213662
54.386876275999924,1.7967918234495266
49.113104421723364,1.1633420109053514
49.689970821572224,1.2865123693912153
149.1944790623952,3.46247189511494
138.79046430218622,2.0583749246814014
134.92552910262305,1.5307949955261289
151.0707659993337,3.4217429340330696
148.01575138533687,2.5484528406731077
151.47375506862045,2.6609552066579476
154.16380325963186,3.624911416348343
147.47848364477096,2.495640206031781
143.63755497931493,3.178343277065959
144.24950467460746,3.409562589049128
155.86427501815302,2.6401455077100744
144.7132263744006,3.3987795821184865
150.14729469790612,3.0837061978387865
140.96807695780265,2.5277124922650964
146.1323028971292,2.83384603193974
151.5345382922308,3.784852819896917
144.15994633514836,3.5388089582790325
140.7687826735274,2.958880487083803
145.17919233182346,2.751787550451372
147.70835484051236,2.894252492907295
149.31158931837012,3.4159094184925705
155.77674277190272,4.51188520270463
157.11880946781935,2.1861283598247585
141.80753467156816,3.509132149534017
145.5841195347262,3.416745048376621
150.09043571633683,2.3672363567597667
149.46687745969297,2.5188060105959993
143.10549253416312,2.854418692527385
155.8385203045402,2.808538948609683
147.08254552939576,2.584423731491291
155.8129327469535,3.2072310698748776
148.26999351082503,2.6316982899087407
153.32975060695725,3.1839680621214104
160.24552107445015,2.0686574497091526
155.08107988996085,2.880135255403195
147.795241143467,4.02799337710248
143.93611588533614,2.8503606492681537
150.13875315162153,2.293222617805098
150.132142342235,2.7970560486834994
147.72157404162252,2.4023049907811047
146.32111002038425,4.059562176031642
150.76733193788712,3.2881917039004405
145.12166213261253,2.6872407643364165
148.41537329140576,2.999284686146882
149.3126323294147,2.4502184963357725
149.82455675899666,3.350440359919175
139.73476377808035,3.614873708867381
134.7779859168906,2.366129547790602
143.83097851429585,3.0920221967277386
134.51921526238138,2.3356569283098327
155.94029288163802,2.6129293613016373
165.0204568408824,2.7199344995459165
155.36723424229424,3.1386803907156553
147.57539551405335,4.309569203757145
143.28195750289893,2.552088465337924
156.35064573668825,3.3857001185081375
159.32762283213714,4.349232952314534
141.6621073329928,2.6183095289141747
162.10789707287984,4.028986258814162
150.80462415330808,3.8785678953834593
